,200DayMovingAverage,50DayMovingAverage,52WeekHigh,52WeekLow,Address,AnalystTargetPrice,AssetType,Beta,BookValue,CIK,Country,Currency,Description,DilutedEPSTTM,DividendDate,DividendPerShare,DividendYield,EBITDA,EPS,EVToEBITDA,EVToRevenue,ExDividendDate,Exchange,FiscalYearEnd,ForwardPE,GrossProfitTTM,Industry,Information,LatestQuarter,MarketCapitalization,Name,Note,OperatingMarginTTM,PEGRatio,PERatio,PriceToBookRatio,PriceToSalesRatioTTM,ProfitMargin,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenuePerShareTTM,RevenueTTM,Sector,SharesOutstanding,Symbol,TrailingPE
289,389.34,413.44,460.21,224.06,"251 BALLARDVALE ST, WILMINGTON, MA, US",438.73,Common Stock,1.126,48.09,1100682,USA,USD,"Charles River Laboratories International, Inc., is an American pharmaceutical company specializing in a variety of preclinical and clinical laboratory, gene therapy and cell therapy services for the Pharmaceutical, Medical device and Biotechnology industries. It also supplies assorted biomedical products and outsourcing services for research and development in the pharmaceutical industry and offer support in the fields of basic research, drug discovery, safety and efficacy, clinical support, and manufacturing.",7.72,None,None,0,832351000,7.72,26.82,6.61,None,NYSE,December,33.33,1078914000,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,,2021-09-30,19464120000,Charles River Laboratories International Inc,,0.167,1.861,49.95,8.11,5.68,0.116,-0.01,0.205,0.0584,0.184,68.37,3426100000,TRADE & SERVICES,50464000,CRL,49.95
290,102.24,100.86,107.33,83.15,"550 SOUTH TRYON STREET, DEC45A, CHARLOTTE, NC, US",106.51,Common Stock,0.294,61.57,1326160,USA,USD,"Duke Energy Corporation is an American electric power and natural gas holding company headquartered in Charlotte, North Carolina.",3.91,2021-12-16,3.88,0.0387,11423000000,3.91,13.61,5.87,2021-11-10,NYSE,December,18.35,11596000000,ELECTRIC & OTHER SERVICES COMBINED,,2021-09-30,76945834000,Duke Energy Corporation,,0.241,3.797,25.58,1.629,3.177,0.128,0.031,0.034,0.0222,0.056,31.77,24221000000,ENERGY & TRANSPORTATION,769343000,DUK,25.58
291,79.85,89.89,97.47,42.72,"1111 BAGBY, SKY LOBBY 2, HOUSTON, TX, US",108.73,Common Stock,2.021,37.21,821189,USA,USD,"EOG Resources, Inc. is an American energy company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in the Heritage Plaza building in Houston, Texas.",5.19,2022-01-28,1.613,0.017,7946000000,5.19,7.38,3.401,2021-12-14,NYSE,December,9.94,4978891000,CRUDE PETROLEUM & NATURAL GAS,,2021-09-30,55489933000,EOG Resources Inc,,0.241,1.117,18.28,2.552,3.315,0.18,66.05,1.265,0.0698,0.144,28.88,16741194000,ENERGY & TRANSPORTATION,585090000,EOG,18.28
292,91.89,87.88,103.95,63.9,"1341 HORTON CIRCLE, ARLINGTON, TX, UNITED STATES",116.94,Common Stock,1.627,41.81,882184,USA,USD,"D.R. Horton, Inc. is a home construction company incorporated in Delaware and headquartered in Arlington, Texas.",11.41,2021-08-17,0.8,0.0083,5450600000,11.41,6.81,1.322,2021-12-03,NYSE,September,7.49,7444600000,OPERATIVE BUILDERS,,2021-09-30,35031372000,D.R. Horton Inc,,0.194,2.53,8.57,2.319,1.261,0.15,0.65,0.267,0.157,0.307,76.92,27774200000,REAL ESTATE & CONSTRUCTION,358194000,DHI,8.57
293,135.38,120.91,150.2,114.69,"12920 SE 38TH STREET, BELLEVUE, WA, US",171.46,Common Stock,0.522,54.78,1283699,USA,USD,"T-Mobile US, Inc., doing business under the global brand name T-Mobile, is an American wireless network operator. Its headquarters are located in Bellevue, Washington, in the Seattle metropolitan area and Overland Park, Kansas, in the Kansas City metropolitan area.",2.66,2016-09-15,None,0,26813999000,2.66,10.35,3.119,2013-05-01,NASDAQ,December,34.6,40783000000,RADIOTELEPHONE COMMUNICATIONS,,2021-09-30,147687670000,T-Mobile US Inc,,0.127,1.199,44.45,2.163,1.854,0.0421,-0.45,0.018,0.032,0.0504,63.97,79673999000,TECHNOLOGY,1249050000,TMUS,44.45
294,39.66,40.07,45.73,29.49,"804 CARNEGIE CENTER, -, PRINCETON, NJ, US",45.1,Common Stock,0.824,16.66,1013871,USA,USD,"NRG Energy, Inc. is a large American energy company, headquartered in Houston, Texas. It was formerly the wholesale arm of Northern States Power Company (NSP), which became Xcel Energy, but became independent in 2000. NRG Energy is involved in energy generation and retail electricity.",9.98,2021-11-15,1.3,0.037,5107000000,9.98,3.734,0.78,2021-10-29,NYSE,December,9.78,2553000000,ELECTRIC SERVICES,,2021-09-30,8740752000,NRG Energy Inc,,0.192,0.519,3.579,2.108,0.398,0.111,5.47,1.353,0.132,0.812,89.95,21970000000,ENERGY & TRANSPORTATION,244839000,NRG,3.579
295,104.36,109.49,116.21,79.84,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",127.42,Common Stock,1.28,70.48,93410,USA,USD,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",5.17,2021-12-10,5.26,0.0461,28544000000,5.17,7.78,1.868,2021-11-17,NYSE,December,12.53,43983000000,PETROLEUM REFINING,,2021-09-30,219660272000,Chevron Corporation,,0.0971,0.531,22.03,1.62,1.632,0.0736,-0.627,0.773,0.0353,0.0741,70.29,134587998000,ENERGY & TRANSPORTATION,1927690000,CVX,22.03
296,318.35,322.7,353.45,230.79,"767 FIFTH AVE, NEW YORK, NY, US",371.81,Common Stock,0.98,16.86,1001250,USA,USD,"The Estee Lauder Companies Inc. is an American multinational manufacturer and marketer of prestige skincare, makeup, fragrance and hair care products, based in Midtown Manhattan, New York City. The company owns a diverse portfolio of brands, distributed internationally through both digital commerce and retail channels.",8.25,2021-12-15,2.12,0.0062,3955000000,8.25,29.27,7.56,2021-11-29,NYSE,June,45.87,12391000000,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",,2021-09-30,124124127000,Estee Lauder Cos. Inc - Class A,,0.192,4.253,41.81,20.54,7.28,0.178,0.324,0.233,0.104,0.532,46.97,17045000000,LIFE SCIENCES,231705000,EL,41.81
297,273.12,231.46,318.21,216.34,"942 SOUTH SHADY GROVE ROAD, MEMPHIS, TN, US",302.97,Common Stock,1.298,91.55,1048911,USA,USD,"FedEx Corporation, formerly Federal Express Corporation and later FDX Corporation, is an American multinational delivery services company headquartered in Memphis, Tennessee.",18.84,2021-10-01,2.8,0.0112,11684000000,18.84,8.58,1.102,2021-09-02,NYSE,May,12.21,23730000000,AIR COURIER SERVICES,,2021-08-31,67443225000,FedEx Corporation,,0.0906,1.073,13.47,2.715,0.778,0.0588,-0.133,0.139,0.0614,0.233,326.95,86641000000,ENERGY & TRANSPORTATION,265650000,FDX,13.47
298,57.81,56.23,61.91,45.02,"4902 NORTH BILTMORE LANE, SUITE 1000, MADISON, WI, US",59.56,Common Stock,0.365,23.91,352541,USA,USD,"Alliant Energy is a public utility holding company headquartered in Madison, Wisconsin providing power in Iowa and Wisconsin.",2.534,2021-11-15,1.587,0.0287,1406000000,2.534,14.16,5.96,2021-10-29,NASDAQ,December,20.12,1463000000,ELECTRIC & OTHER SERVICES COMBINED,,2021-09-30,13842460000,Alliant Energy Corporation,,0.211,2.971,21.82,2.314,3.889,0.178,0.041,0.113,0.0262,0.105,14.23,3559000000,ENERGY & TRANSPORTATION,250361000,LNT,21.82
299,133.79,132.23,140.97,124.78,"351 PHELPS DRIVE, IRVING, TX, US",131.37,Common Stock,0.505,1.408,55785,USA,USD,"Kimberly-Clark Corporation is an American multinational personal care corporation that produces mostly paper-based consumer products. The company manufactures sanitary paper products and surgical & medical instruments. Kimberly-Clark brand name products include Kleenex facial tissue, Kotex feminine hygiene products, Cottonelle, Scott and Andrex toilet paper, Wypall utility wipes, KimWipes scientific cleaning wipes and Huggies disposable diapers and baby wipes.",5.88,2021-10-04,4.49,0.0335,3792000000,5.88,15.49,2.785,2021-09-09,NYSE,December,18.45,7105000000,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),,2021-09-30,45089776000,Kimberly-Clark Corporation,,0.158,13.88,22.77,95.2,2.335,0.103,0.007,0.07,0.111,493.45,57.15,19311000000,MANUFACTURING,336717000,KMB,22.77
300,84.79,87.5,96.57,63.57,"ONE CVS DR., WOONSOCKET, RI, US",103.64,Common Stock,0.791,56.25,64803,USA,USD,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",5.73,2021-11-01,2,0.0212,17824000000,5.73,11.07,0.667,2021-10-21,NYSE,December,11.49,48248000000,RETAIL-DRUG STORES AND PROPRIETARY STORES,,2021-09-30,124112036000,CVS Health Corporation,,0.0468,2.002,16.41,1.674,0.437,0.0267,0.29,0.1,0.0355,0.106,215.71,283980988000,TRADE & SERVICES,1320060000,CVS,16.41
301,366.94,374.78,408.03,279.13,"2980 FAIRVIEW PARK DRIVE, C/O NORTHROP GRUMMAN CORP, FALLS CHURCH, VA, US",397.12,Common Stock,0.821,71.91,1133421,USA,USD,Northrop Grumman Corporation (NYSE: NOC) is an American multinational aerospace and defense technology company.,28.35,2021-09-15,6.04,0.0168,5692000000,28.35,8.63,1.792,2021-08-27,NYSE,December,14.43,7478000000,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",,2021-09-30,56610210000,Northrop Grumman Corporation,,0.119,9.43,12.69,4.96,1.52,0.124,0.126,-0.04,0.0637,0.423,228.82,37240001000,MANUFACTURING,157338000,NOC,12.69
302,290.67,302.1,331.5,217.24,"101 PROSPECT AVE NW, CLEVELAND, OH, US",330.48,Common Stock,1.084,10.28,89800,USA,USD,"Sherwin Williams Company is a Cleveland, Ohio based company in the paint and coating manufacturing industry. The company primarily engages in the manufacture, distribution, and sale of paints, coatings, floorcoverings, and related products to professional, industrial, commercial, and retail customers primarily in North and South America and Europe.",7.3,2021-12-03,2.097,0.0064,3437000000,7.3,28.49,4.86,2021-11-18,NYSE,December,31.55,8682600000,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",,2021-09-30,86435537000,The Sherwin-Williams Company,,0.145,5.0,45.17,31.64,4.394,0.1,-0.263,0.005,0.086,0.571,74.3,19671300000,TRADE & SERVICES,262196000,SHW,45.17
303,582.09,661.18,707.6,448.27,"2225 LAWSON LANE, SANTA CLARA, CA, US",723.48,Common Stock,0.981,17.76,1373715,USA,USD,"ServiceNow is an American software company based in Santa Clara, California that develops a cloud computing platform to help companies manage digital workflows for enterprise operations.",1.091,None,None,0,679244000,1.091,192.42,24.29,None,NYSE,December,93.46,3532371000,SERVICES-PREPACKAGED SOFTWARE,,2021-09-30,137588605000,ServiceNow Inc,,0.0434,2.885,633.73,38.25,24.87,0.0399,4.167,0.312,0.0175,0.071,28.16,5532484000,TECHNOLOGY,199000000,NOW,633.73
304,64.45,56.27,78.19,41.8,"3355 MICHELSON DRIVE, SUITE 100, IRVINE, CA, US",93.39,Common Stock,1.558,36.53,106040,USA,USD,"Western Digital Corporation (WDC, commonly known as Western Digital or WD) is an American computer hard disk drive manufacturer and data storage company, headquartered in San Jose, California. It designs, manufactures and sells data technology products, including storage devices, data center systems and cloud storage services.",4.78,2020-04-17,0,0,2958000000,4.78,7.75,1.305,2020-04-02,NASDAQ,June,6.68,4446000000,COMPUTER STORAGE DEVICES,,2021-09-30,18903052000,Western Digital Corporation,,0.104,0.405,12.69,1.613,1.047,0.0826,3.001,0.288,0.0451,0.142,58.85,18051000000,TECHNOLOGY,311623000,WDC,12.69
305,161.85,184.14,196.64,89.71,"777 HIDDEN RIDGE, IRVING, TX, US",221.97,Common Stock,1.839,95.01,1038357,USA,USD,"Pioneer Natural Resources Company is a company engaged in hydrocarbon exploration headquartered in Irving, Texas. It operates in the Cline Shale, which is part of the Spraberry Trend of the Permian Basin, where the company is the largest acreage holder.",6.28,2022-01-14,2.23,0.0122,4384000000,6.28,12.27,3.579,2021-11-29,NYSE,December,9.85,2469000000,CRUDE PETROLEUM & NATURAL GAS,,2021-09-30,44632580000,Pioneer Natural Resources Company,,0.15,0.338,29.11,1.926,3.119,0.0977,-0.874,1.672,0.0475,0.0802,66.96,14311999000,ENERGY & TRANSPORTATION,244134000,PXD,29.11
306,40.33,38.23,100.79,29.98,"1515 BROADWAY, NEW YORK, NY, US",47.25,Common Stock,1.599,31.84,813828,USA,USD,"ViacomCBS Inc. is an American diversified multinational mass media and entertainment conglomerate formed through the merger of the second incarnation of CBS Corporation and the second incarnation of Viacom on December 4, 2019, which were split from the first incarnation of Viacom in 2006.",5.12,2022-01-03,0.96,0.027,4943000000,5.12,7.27,1.369,2021-12-14,NASDAQ,December,9.29,10293000000,TELEVISION BROADCASTING STATIONS,,2021-09-30,22915764000,ViacomCBS Inc,,0.167,0.858,6.88,1.121,0.835,0.12,-0.195,0.132,0.0533,0.175,43.36,27460000000,TECHNOLOGY,606706000,VIAC,6.88
307,67.1,72.15,74.64,43.17,"ONE HARTFORD PLAZA, HARTFORD, CT, US",82,Common Stock,1.061,51.28,874766,USA,USD,"The Hartford Financial Services Group, Inc., usually known as The Hartford, is a United States-based investment and insurance company.",6.01,2022-01-04,1.375,0.0188,3539000000,6.01,-,1.38,2021-11-30,NYSE,December,10.32,6983000000,"FIRE, MARINE & CASUALTY INSURANCE",,2021-09-30,24428837000,The Hartford Financial Services Group Inc,,0.131,1.41,11.94,1.421,1.117,0.0994,0.079,0.099,0.0242,0.122,61.76,21860999000,FINANCE,340353000,HIG,11.94
308,283.19,308.95,338.79,206.81,"ONE MICROSOFT WAY, REDMOND, WA, US",357.27,Common Stock,0.862,20.24,789019,USA,USD,"Microsoft Corporation is an American multinational technology company which produces computer software, consumer electronics, personal computers, and related services. Its best known software products are the Microsoft Windows line of operating systems, the Microsoft Office suite, and the Internet Explorer and Edge web browsers. Its flagship hardware products are the Xbox video game consoles and the Microsoft Surface lineup of touchscreen personal computers. Microsoft ranked No. 21 in the 2020 Fortune 500 rankings of the largest United States corporations by total revenue; it was the world's largest software maker by revenue as of 2016. It is considered one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Amazon, and Facebook.",8.94,2021-12-09,2.3,0.0069,85745000000,8.94,26.97,13.78,2021-11-17,NASDAQ,June,36.36,115856000000,SERVICES-PREPACKAGED SOFTWARE,,2021-09-30,2524865888000,Microsoft Corporation,,0.421,2.826,37.62,16.42,14.33,0.385,0.489,0.22,0.146,0.493,23.39,176250995000,TECHNOLOGY,7507980000,MSFT,37.62
309,115.71,122.94,131.4,82.63,"4TH FLOOR, ROPEMAKER PLACE, 25 ROPEMAKER STREET, LONDON, GB",139.14,Common Stock,0.992,22.34,1598014,USA,USD,IHS Markit Ltd is an American-British information provider based in London. It was formed in 2016 with the merger of IHS Inc. and Markit Ltd.,1.55,2021-11-12,0.77,0.0062,1738700000,1.55,34.72,11.88,2021-10-28,NYSE,November,35.21,2697800000,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",,2021-08-31,50074489000,IHS Markit Ltd,,0.249,3.128,81,5.57,10.91,0.135,-0.023,0.1,0.0436,0.0707,11.53,4589000000,TECHNOLOGY,398841000,INFO,81
310,193.47,205.07,217.6,120.05,"THE TOWER AT PNC PLAZA, 300 FIFTH AVENUE, PITTSBURGH, PA, US",212.52,Common Stock,1.355,121.16,713676,USA,USD,"PNC Financial Services Group, Inc. (stylized as PNC) is a bank holding company and financial services corporation based in Pittsburgh, Pennsylvania. Its banking subsidiary, PNC Bank, operates in 21 states and the District of Columbia with 2,296 branches and 9,051 ATMs. The company also provides financial services such as asset management, wealth management, estate planning, loan servicing, and information processing.",10.17,2021-11-05,4.7,0.0229,None,10.17,-,-,2021-10-14,NYSE,December,14.64,13726000000,NATIONAL COMMERCIAL BANKS,,2021-09-30,85779218000,The PNC Financial Services Group Inc,,0.373,0.618,19.95,1.545,4.515,0.242,-0.027,0.277,0.0116,0.107,44.57,18998000000,FINANCE,422641000,PNC,19.95
311,73.5,79.13,84.3,45.5,"211 MAIN STREET, SAN FRANCISCO, CA, US",91.54,Common Stock,1.054,25.14,316709,USA,USD,"The Charles Schwab Corporation is an American multinational financial services company. It offers banking, commercial banking, an electronic trading platform, and wealth management advisory services to both retail and institutional clients.",2.627,2021-11-26,0.72,0.0088,None,2.627,-,-,2021-11-10,NYSE,December,23.87,11338000000,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",,2021-09-30,154849591000,The Charles Schwab Corporation,,0.434,1.163,31.18,3.241,8.61,0.301,0.551,0.867,0.0105,0.122,9.59,17988000000,FINANCE,1811310000,SCHW,31.18
312,62.56,63.43,68.89,47.24,"77 W. WACKER DR., CHICAGO, IL, US",69.93,Common Stock,0.872,39.3,7084,USA,USD,"The Archer-Daniels-Midland Company, commonly known as ADM, is an American multinational food processing and commodities trading corporation founded in 1902 and headquartered in Chicago, Illinois. The company operates more than 270 plants and 420 crop procurement facilities worldwide, where cereal grains and oilseeds are processed into products used in food, beverage, nutraceutical, industrial, and animal feed markets worldwide.",4.63,2021-09-08,1.47,0.0222,3744000000,4.63,10.66,0.573,2021-11-16,NYSE,December,14.14,4453000000,FATS & OILS,,2021-09-30,36721709000,Archer-Daniels-Midland Company,,0.0344,3.158,14.18,1.684,0.458,0.0326,1.325,0.345,0.0355,0.126,142.28,80137003000,MANUFACTURING,559441000,ADM,14.18
313,573.07,629.12,668.65,377.45,"7 WORLD TRADE CENTER, 250 GREENWICH STREET, 49TH FLOOR, NEW YORK, NY, US",688,Common Stock,0.948,-2.737,1408198,USA,USD,"MSCI Inc. (formerly Morgan Stanley Capital International and MSCI Barra), is an American finance company headquartered in New York City and serving as a global provider of equity, fixed income, hedge fund stock market indexes, multi-asset portfolio analysis tools and ESG products. It publishes the MSCI BRIC, MSCI World and MSCI EAFE Indexes.",8.24,2021-11-30,3.38,0.0053,1109211000,8.24,51.29,28.88,2021-11-10,NYSE,December,56.82,1403686000,"SERVICES-BUSINESS SERVICES, NEC",,2021-09-30,53802246000,MSCI Inc,,0.54,3.87,79.2,-,27.77,0.355,-0.06,0.216,0.141,0,23.46,1937363000,TRADE & SERVICES,82447000,MSCI,79.2
314,96.93,91.61,103.66,83.52,"1800 THREE LINCOLN CENTRE, 5430 LBJ FREEWAY, DALLAS, TX, UNITED STATES",107.56,Common Stock,0.45,60.1,731802,USA,USD,"Atmos Energy Corporation, headquartered in Dallas, Texas, is one of the United States' largest natural-gas-only distributors.",5.12,2021-09-07,2.5,0.0264,1382975000,5.12,13.79,5.79,2021-08-20,NYSE,September,17.42,1695754000,NATURAL GAS DISTRIBUTION,,2021-09-30,12481385000,Atmos Energy Corporation,,0.266,2.301,18.64,1.595,3.663,0.195,-0.297,0.197,0.0324,0.0906,26.26,3407490000,ENERGY & TRANSPORTATION,130791000,ATO,18.64
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thank you for using Alpha Vantage! Our standard API call frequency is 5 calls per minute and 500 calls per day. Please visit https://www.alphavantage.co/premium/ if you would like to target a higher API call frequency.,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thank you for using Alpha Vantage! Our standard API call frequency is 5 calls per minute and 500 calls per day. Please visit https://www.alphavantage.co/premium/ if you would like to target a higher API call frequency.,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thank you for using Alpha Vantage! Our standard API call frequency is 5 calls per minute and 500 calls per day. Please visit https://www.alphavantage.co/premium/ if you would like to target a higher API call frequency.,,,,,,,,,,,,,,,,,,,,
